name;rating;convenience;security;functionality;comment 
Верфь 8;2.4;3;2;5;Это здание не имеет особых архитектурных особенностей.
Мост 68;3.3;4;4;1;Это великолепное здание!
 Вилла 80;3.9;4;5;4;Это здание построено из стандартных строительных материалов.
Тоннель 98;0.7;1;4;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Котельная 21;1.0;4;2;5;Это здание не имеет особых архитектурных особенностей.
Шале 14;0.7;1;5;2;Это здание представляет собой типичный образец современной архитектуры.
Нора 38;5.0;4;1;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Дупло 100;0.5;1;1;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
 Вилла 80;3.2;5;3;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Гнездо 42;2.4;5;5;3;Это здание не имеет особых архитектурных особенностей.
 Вилла 80;4.3;3;1;4;Это здание имеет стандартную конструкцию.
Бункер 43;0.1;1;1;5;Это здание не имеет особых архитектурных особенностей.
Борть 76;2.3;2;4;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Плантация 78;3.6;2;4;5;Это здание является примером функционального дизайна.
Бомбоубежище 32;4.8;4;1;1;Это здание построено из стандартных строительных материалов.
Лестница 82;1.0;4;3;4;Это здание представляет собой типичный образец современной архитектуры.
Улей 22;2.4;3;2;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
 Вилла 80;3.1;3;2;1;Это здание представляет собой типичный образец современной архитектуры.
Дупло 100;2.1;5;3;5;Мне нравится дизайн этого здания.
ТЭЦ 75;3.5;1;3;3;Это великолепное здание!
Лестница 22;1.2;3;3;1;У этого здания отличная архитектура.
Усадьба 38;4.0;1;5;4;Это здание построено из стандартных строительных материалов.
Бункер 43;4.1;4;2;1;Это великолепное здание!
Плантация 78;3.7;3;2;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Нора 38;1.1;3;3;4;Это здание имеет стандартную конструкцию.
Автомойка 15;4.8;3;2;3;Это здание прекрасно вписывается в окружающий ландшафт.
Борть 76;0.3;1;5;5;Это здание представляет собой типичный образец современной архитектуры.
Кошара 23;2.4;4;3;4;Это здание не имеет особых архитектурных особенностей.
Особняк 50;3.1;5;5;3;Это здание прекрасно вписывается в окружающий ландшафт.
Подвал 87;3.5;4;2;5;Это здание представляет собой типичный образец современной архитектуры.
Шале 14;4.5;5;5;2;Это здание не имеет особых архитектурных особенностей.
Бункер 43;3.0;3;5;4;Это здание не имеет особых архитектурных особенностей.
Крольчатник 69;0.6;1;5;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Улей 67;3.9;4;4;2;Это здание имеет стандартную конструкцию.
Плантация 78;4.5;1;3;1;Мне нравится дизайн этого здания.
Стадион 80;1.6;2;4;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Бункер 43;1.9;2;5;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Гнездо 42;0.1;1;4;3;Это здание является примером функционального дизайна.
Торговый центр 38;4.9;1;5;3;Это здание прекрасно вписывается в окружающий ландшафт.
Супермаркет 7;0.8;2;4;5;Это здание имеет стандартную конструкцию.
Верфь 21;3.0;5;4;3;Это здание представляет собой типичный образец современной архитектуры.
Нора 38;0.2;5;5;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Дупло 100;3.9;4;2;3;Это здание представляет собой типичный образец современной архитектуры.
Дупло 60;4.9;2;3;5;Это здание построено из стандартных строительных материалов.
Котельная 8;1.9;4;5;5;Это здание не имеет особых архитектурных особенностей.
Кубло 55;3.3;5;2;1;Это здание не имеет особых архитектурных особенностей.
Кошара 23;3.4;4;3;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Плантация 78;0.5;3;5;3;Это здание не имеет особых архитектурных особенностей.
Ламарий 52;1.5;5;1;2;Это здание является примером функционального дизайна.
Торговый центр 53;3.5;4;4;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Ферма 51;4.6;3;3;1;Это здание представляет собой типичный образец современной архитектуры.
Крольчатник 69;3.8;1;1;1;Это здание представляет собой типичный образец современной архитектуры.
Торговый центр 53;1.3;1;2;5;Это здание имеет стандартную конструкцию.
Шале 14;1.1;4;4;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Нора 2;0.3;5;4;5;Это здание является примером функционального дизайна.
Шале 14;0.9;5;5;2;У этого здания отличная архитектура.
Бомбоубежище 32;0.9;3;5;1;Мне нравится дизайн этого здания.
Йодль 71;2.3;1;1;1;Это здание прекрасно вписывается в окружающий ландшафт.
Нора 38;0.4;3;4;4;Это здание прекрасно вписывается в окружающий ландшафт.
Особняк 50;1.9;5;2;3;Это здание очень функционально.
Усадьба 38;5.0;3;2;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Усадьба 38;1.6;2;2;3;Это великолепное здание!
Торговый центр 38;4.2;5;4;4;Это здание не имеет особых архитектурных особенностей.
Кошара 23;4.5;3;3;4;У этого здания отличная архитектура.
Кубло 55;1.7;5;4;2;Мне нравится дизайн этого здания.
Дупло 60;3.3;2;2;4;Это здание не имеет особых архитектурных особенностей.
Ламарий 52;5.0;4;1;2;Это здание очень функционально.
Шале 14;3.3;5;1;1;Это здание имеет стандартную конструкцию.
Бункер 43;4.5;3;2;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Кубло 55;0.9;5;3;4;Это здание не имеет особых архитектурных особенностей.
Подвал 87;4.3;1;4;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Ферма 51;1.6;4;2;3;Это здание прекрасно вписывается в окружающий ландшафт.
Крольчатник 69;3.8;5;1;4;У этого здания отличная архитектура.
Торговый центр 53;0.3;4;3;2;У этого здания отличная архитектура.
Торговый центр 38;3.3;3;3;5;Это здание представляет собой типичный образец современной архитектуры.
Кубло 55;3.4;1;1;1;Это здание построено из стандартных строительных материалов.
Котельная 8;2.5;3;2;1;Это здание построено из стандартных строительных материалов.
Конюшня 84;2.1;3;3;1;Это здание построено из стандартных строительных материалов.
Верфь 21;3.1;5;5;3;Это здание имеет стандартную конструкцию.
Берлога 55;1.3;5;4;4;Это здание построено из стандартных строительных материалов.
Верфь 8;2.1;3;5;2;Это здание представляет собой типичный образец современной архитектуры.
Усадьба 38;1.1;3;4;5;Это здание представляет собой типичный образец современной архитектуры.
Улей 67;2.0;5;3;4;Мне нравится дизайн этого здания.
 Вилла 80;0.1;2;2;1;Это великолепное здание!
Замок 98;2.5;2;3;2;Это здание построено из стандартных строительных материалов.
Мост 68;3.4;2;3;4;Это здание прекрасно вписывается в окружающий ландшафт.
Ламарий 52;1.8;2;5;5;Это здание имеет стандартную конструкцию.
ТЭЦ 75;1.4;3;3;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Музей 93;2.0;2;4;4;Это здание построено из стандартных строительных материалов.
Осатаник 47;4.7;3;2;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Лежбище 18;2.4;4;3;2;Это здание представляет собой типичный образец современной архитектуры.
Замок 37;1.7;3;3;4;Мне нравится дизайн этого здания.
Торговый центр 53;1.9;5;1;3;Это здание имеет стандартную конструкцию.
Торговый центр 53;4.6;5;5;1;Мне нравится дизайн этого здания.
Котельная 21;4.9;2;2;2;У этого здания отличная архитектура.
Ангар 74;2.2;4;5;5;Это здание представляет собой типичный образец современной архитектуры.
Нора 2;2.1;4;1;3;Это здание является примером функционального дизайна.
Нора 2;4.0;1;1;2;Это великолепное здание!
Котельная 21;2.6;2;2;1;Это здание не имеет особых архитектурных особенностей.
Волчатник 12;1.8;3;3;4;Это здание построено из стандартных строительных материалов.
Тоннель 98;4.3;4;3;1;Это здание прекрасно вписывается в окружающий ландшафт.
Тоннель 98;0.8;3;3;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Торговый центр 38;1.2;5;3;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Замок 37;3.2;3;5;4;Это здание прекрасно вписывается в окружающий ландшафт.
Котельная 8;2.3;3;2;3;Это здание очень функционально.
Замок 98;3.5;4;1;2;Это здание построено из стандартных строительных материалов.
Усадьба 38;2.4;2;2;1;Это здание представляет собой типичный образец современной архитектуры.
Стадион 80;1.6;1;1;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Торговый центр 38;4.8;2;1;3;Это здание представляет собой типичный образец современной архитектуры.
Гнездо 42;1.7;4;2;1;Это великолепное здание!
Бункер 43;4.4;5;2;2;Это здание представляет собой типичный образец современной архитектуры.
Бункер 43;3.7;2;3;5;Это здание представляет собой типичный образец современной архитектуры.
Волчатник 12;1.8;2;4;1;Это великолепное здание!
Дупло 100;3.7;5;1;1;Это здание является примером функционального дизайна.
Кошара 23;2.7;3;1;1;Это здание является примером функционального дизайна.
 Вилла 80;4.9;4;5;5;Это здание является примером функционального дизайна.
Котельная 21;3.8;3;3;3;У этого здания отличная архитектура.
Тоннель 98;0.1;3;5;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Ламарий 52;3.4;4;3;4;У этого здания отличная архитектура.
Замок 37;1.1;3;1;2;Это здание построено из стандартных строительных материалов.
Ресторан 25;0.3;1;1;3;Это здание имеет стандартную конструкцию.
Лежбище 18;4.8;1;3;1;Это здание прекрасно вписывается в окружающий ландшафт.
Борть 76;3.8;4;4;2;Это здание представляет собой типичный образец современной архитектуры.
Верфь 21;2.5;1;5;5;Это здание прекрасно вписывается в окружающий ландшафт.
Усадьба 38;3.5;1;1;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Верфь 21;1.7;5;1;5;Это здание построено из стандартных строительных материалов.
Кошара 23;0.7;5;1;4;Это здание имеет стандартную конструкцию.
Автомойка 19;3.0;5;4;2;Это здание является примером функционального дизайна.
Ресторан 25;1.6;3;2;4;Это здание является примером функционального дизайна.
Гнездо 42;0.7;3;5;3;Это здание представляет собой типичный образец современной архитектуры.
Лестница 22;2.7;3;5;1;У этого здания отличная архитектура.
Дупло 60;2.7;2;4;2;Это здание не имеет особых архитектурных особенностей.
Замок 98;4.2;1;1;3;Это здание имеет стандартную конструкцию.
Волчатник 12;2.0;5;1;1;Это здание является примером функционального дизайна.
Верфь 8;4.6;3;2;2;Это здание построено из стандартных строительных материалов.
ТЭЦ 75;2.2;2;1;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Ферма 51;0.4;1;1;4;Это здание имеет стандартную конструкцию.
Особняк 50;1.5;5;2;4;Мне нравится дизайн этого здания.
Дупло 60;3.5;5;1;1;Это здание построено из стандартных строительных материалов.
ТЭЦ 75;3.4;2;4;3;Это здание очень функционально.
Осатаник 47;2.8;1;3;1;Это здание является примером функционального дизайна.
Конюшня 84;2.2;1;3;5;Это здание имеет стандартную конструкцию.
Кошара 23;2.0;2;5;2;Это здание не имеет особых архитектурных особенностей.
Торговый центр 53;2.6;2;5;3;Это здание не имеет особых архитектурных особенностей.
Конюшня 84;0.5;2;3;4;Это здание не имеет особых архитектурных особенностей.
Аэропорт 32;1.2;4;3;1;Это здание очень функционально.
Лестница 22;2.0;4;4;5;Это здание является примером функционального дизайна.
Лежбище 18;4.5;1;3;4;Это здание построено из стандартных строительных материалов.
Замок 37;1.4;3;5;3;Это здание очень функционально.
Бункер 43;0.2;2;2;1;Это здание является примером функционального дизайна.
Котельная 8;4.2;2;5;4;Это здание построено из стандартных строительных материалов.
Лестница 82;3.2;3;5;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Котельная 8;0.4;3;4;3;У этого здания отличная архитектура.
Плантация 78;3.1;2;5;5;У этого здания отличная архитектура.
Лестница 22;2.2;5;5;1;Это здание не имеет особых архитектурных особенностей.
Лестница 22;2.0;3;4;3;Это здание построено из стандартных строительных материалов.
Аэропорт 32;2.8;2;3;3;Это здание имеет стандартную конструкцию.
Ресторан 25;0.3;1;3;5;Это здание представляет собой типичный образец современной архитектуры.
Котельная 21;4.5;5;3;3;Это здание не имеет особых архитектурных особенностей.
Улей 22;3.8;2;5;1;Это здание не имеет особых архитектурных особенностей.
Тоннель 98;1.4;2;4;4;Это здание не имеет особых архитектурных особенностей.
Верфь 8;1.0;5;4;2;Это здание очень функционально.
Чердак 10;2.5;2;4;4;Это здание построено из стандартных строительных материалов.
Дупло 60;2.3;5;5;4;Это здание имеет стандартную конструкцию.
Дупло 60;1.9;5;5;3;Это здание представляет собой типичный образец современной архитектуры.
Улей 22;3.3;1;3;3;Это здание не имеет особых архитектурных особенностей.
Кошара 23;4.8;2;4;5;Это здание представляет собой типичный образец современной архитектуры.
Волчатник 12;3.2;2;4;1;Это великолепное здание!
Ферма 51;2.7;1;3;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Дупло 100;2.7;4;3;5;Это здание построено из стандартных строительных материалов.
Котельная 21;0.3;4;4;5;Это здание не имеет особых архитектурных особенностей.
Котельная 8;1.1;3;3;4;У этого здания отличная архитектура.
Нора 65;3.7;3;5;5;Это здание не имеет особых архитектурных особенностей.
Улей 67;2.4;2;5;5;Это здание является примером функционального дизайна.
Мост 68;2.9;5;3;4;Это здание не имеет особых архитектурных особенностей.
Дупло 100;2.7;4;4;5;Это здание имеет стандартную конструкцию.
Ферма 51;2.9;3;1;5;Это здание прекрасно вписывается в окружающий ландшафт.
Особняк 50;1.5;5;3;1;Это здание представляет собой типичный образец современной архитектуры.
Дупло 100;1.1;3;1;1;У этого здания отличная архитектура.
Йодль 71;0.2;2;3;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Дупло 100;2.9;4;2;3;У этого здания отличная архитектура.
Верфь 8;1.5;5;2;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Улей 22;4.1;5;4;5;Это здание является примером функционального дизайна.
Ресторан 93;0.6;2;1;4;Это здание является примером функционального дизайна.
Супермаркет 7;4.7;2;1;2;Это здание представляет собой типичный образец современной архитектуры.
Замок 98;1.5;2;4;4;Это здание имеет стандартную конструкцию.
Торговый центр 53;4.3;5;4;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Волчатник 12;2.3;1;2;3;Это здание имеет стандартную конструкцию.
Лестница 82;0.1;5;4;5;Это великолепное здание!
Нора 38;3.7;4;2;1;Это великолепное здание!
Котельная 8;0.1;3;1;4;Это здание прекрасно вписывается в окружающий ландшафт.
Усадьба 38;2.5;4;5;2;Мне нравится дизайн этого здания.
Замок 98;1.5;1;4;4;Это здание очень функционально.
Тоннель 98;3.5;4;3;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Ламарий 52;1.8;4;2;2;Это здание имеет стандартную конструкцию.
Ресторан 93;1.4;4;4;4;У этого здания отличная архитектура.
Замок 98;3.0;1;1;3;Это здание не имеет особых архитектурных особенностей.
Котельная 21;1.4;3;2;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
 Вилла 80;2.7;1;3;2;Это здание очень функционально.
ТЭЦ 75;3.2;1;4;3;Это здание является примером функционального дизайна.
Автомойка 19;2.1;2;4;2;У этого здания отличная архитектура.
Верфь 21;1.1;3;5;1;Это здание имеет стандартную конструкцию.
Автомойка 19;1.3;2;5;3;Это здание прекрасно вписывается в окружающий ландшафт.
Супермаркет 7;0.5;5;5;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Ангар 74;5.0;4;2;2;Это здание не имеет особых архитектурных особенностей.
Усадьба 38;1.6;1;5;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Супермаркет 7;2.7;2;4;2;Это здание не имеет особых архитектурных особенностей.
Торговый центр 53;3.3;1;5;1;Это здание является примером функционального дизайна.
Ламарий 52;0.7;2;5;3;У этого здания отличная архитектура.
Дупло 60;4.5;2;2;5;Это здание является примером функционального дизайна.
Мост 68;0.6;3;2;4;Это здание построено из стандартных строительных материалов.
Ресторан 25;0.1;3;1;5;Это здание представляет собой типичный образец современной архитектуры.
Борть 76;4.2;1;2;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Аэропорт 32;3.3;5;2;3;Это здание представляет собой типичный образец современной архитектуры.
Конюшня 84;1.0;1;3;3;Это здание представляет собой типичный образец современной архитектуры.
Нора 38;2.5;1;3;3;Мне нравится дизайн этого здания.
Конюшня 84;3.7;5;5;1;Это здание не имеет особых архитектурных особенностей.
Автомойка 19;1.7;3;2;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Нора 38;1.4;2;1;2;Это здание представляет собой типичный образец современной архитектуры.
Дупло 100;2.3;3;2;2;У этого здания отличная архитектура.
Тоннель 98;1.5;5;3;2;Это здание очень функционально.
Подвал 52;3.8;1;2;2;Это здание не имеет особых архитектурных особенностей.
Автомойка 19;1.6;2;3;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Конюшня 84;0.6;2;4;4;Это здание представляет собой типичный образец современной архитектуры.
Ферма 51;4.4;4;1;5;Это здание построено из стандартных строительных материалов.
Подвал 87;3.8;4;4;1;Это здание построено из стандартных строительных материалов.
Дупло 60;0.4;2;5;1;Это здание не имеет особых архитектурных особенностей.
Бомбоубежище 32;4.2;5;2;4;Это здание прекрасно вписывается в окружающий ландшафт.
Лестница 22;0.5;2;3;2;Это здание является примером функционального дизайна.
Подвал 87;4.0;4;2;2;У этого здания отличная архитектура.
Котельная 21;0.5;5;2;3;Это здание очень функционально.
Стадион 80;2.5;5;2;5;Это здание не имеет особых архитектурных особенностей.
Улей 22;2.1;1;1;5;Это здание имеет стандартную конструкцию.
Лестница 82;0.4;4;2;2;Это здание построено из стандартных строительных материалов.
Ферма 51;1.1;4;4;4;Это здание является примером функционального дизайна.
Мост 68;2.8;3;4;4;Это здание не имеет особых архитектурных особенностей.
Кошара 23;2.0;3;1;5;У этого здания отличная архитектура.
Замок 98;4.0;5;1;3;Это здание представляет собой типичный образец современной архитектуры.
Замок 98;3.2;5;4;5;У этого здания отличная архитектура.
Автомойка 15;1.6;1;3;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Подвал 52;1.3;4;2;2;Это здание имеет стандартную конструкцию.
Бомбоубежище 32;4.6;3;2;3;Это здание имеет стандартную конструкцию.
Музей 93;4.7;2;3;4;Это здание построено из стандартных строительных материалов.
Кошара 23;4.4;2;2;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Кубло 55;4.6;3;1;1;Это здание имеет стандартную конструкцию.
Котельная 8;0.2;1;2;5;Мне нравится дизайн этого здания.
Аэропорт 32;3.1;1;4;3;Это здание представляет собой типичный образец современной архитектуры.
Дупло 100;0.3;4;1;4;Это здание представляет собой типичный образец современной архитектуры.
Берлога 55;4.2;5;3;1;Это здание имеет стандартную конструкцию.
Ламарий 52;0.4;3;5;5;Это здание представляет собой типичный образец современной архитектуры.
Борть 76;2.5;5;4;3;Это здание имеет стандартную конструкцию.
Ламарий 52;5.0;4;3;1;Это здание является примером функционального дизайна.
Кубло 55;2.1;3;3;5;Это здание очень функционально.
Особняк 50;4.6;3;5;2;Это здание имеет стандартную конструкцию.
Нора 38;1.5;4;3;2;Это здание построено из стандартных строительных материалов.
Нора 65;2.4;5;2;2;Это здание имеет стандартную конструкцию.
Бомбоубежище 32;0.6;1;3;3;Это здание не имеет особых архитектурных особенностей.
Гнездо 42;3.9;3;5;2;Это здание построено из стандартных строительных материалов.
Стадион 80;2.6;3;4;2;Это здание является примером функционального дизайна.
Нора 38;2.3;3;1;2;Это здание построено из стандартных строительных материалов.
Стадион 80;4.3;3;1;2;Это великолепное здание!
Мост 68;5.0;4;1;2;Это здание очень функционально.
Торговый центр 53;2.9;3;4;3;Это здание построено из стандартных строительных материалов.
Плантация 78;0.2;1;1;4;Это здание не имеет особых архитектурных особенностей.
Улей 67;0.9;4;5;1;У этого здания отличная архитектура.
Ангар 74;3.4;1;1;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
ТЭЦ 75;2.6;2;4;4;Это здание построено из стандартных строительных материалов.
Нора 65;3.1;4;3;1;Это здание является примером функционального дизайна.
Подвал 52;2.5;3;2;5;Это здание представляет собой типичный образец современной архитектуры.
Кошара 23;1.0;1;4;5;Это здание не имеет особых архитектурных особенностей.
Подвал 52;1.5;5;2;2;Это здание очень функционально.
Кошара 23;4.8;2;4;3;Это здание является примером функционального дизайна.
Волчатник 12;3.3;1;4;3;Это здание имеет стандартную конструкцию.
Супермаркет 7;2.7;2;5;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Котельная 21;3.2;3;1;5;Это здание прекрасно вписывается в окружающий ландшафт.
Верфь 21;0.9;5;2;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Особняк 50;2.8;4;4;3;Это здание представляет собой типичный образец современной архитектуры.
Бункер 43;1.9;5;1;1;Мне нравится дизайн этого здания.
Замок 37;2.0;2;2;4;Это здание представляет собой типичный образец современной архитектуры.
Супермаркет 7;1.8;5;4;5;Это здание прекрасно вписывается в окружающий ландшафт.
Нора 38;4.7;4;1;5;Это здание построено из стандартных строительных материалов.
Верфь 21;0.6;1;3;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Замок 98;3.4;5;2;4;Это великолепное здание!
Улей 22;3.4;4;1;3;Это здание очень функционально.
Борть 76;0.2;3;3;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Чердак 10;4.1;1;3;2;Это здание имеет стандартную конструкцию.
Подвал 87;0.2;1;5;3;Это здание имеет стандартную конструкцию.
Супермаркет 7;4.2;4;4;5;Это здание не имеет особых архитектурных особенностей.
Замок 37;3.8;1;4;1;Это здание имеет стандартную конструкцию.
Бункер 43;0.2;2;4;1;Это здание прекрасно вписывается в окружающий ландшафт.
Бомбоубежище 32;1.4;3;5;5;Это здание является примером функционального дизайна.
Супермаркет 7;0.3;5;2;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Стадион 80;0.6;4;1;2;Это здание имеет стандартную конструкцию.
Торговый центр 53;3.7;2;4;2;Мне нравится дизайн этого здания.
Шале 14;3.9;1;5;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Замок 37;2.0;2;2;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Йодль 71;3.8;3;2;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Усадьба 38;3.7;3;2;2;Это здание очень функционально.
Замок 98;2.5;3;1;5;Это здание построено из стандартных строительных материалов.
Улей 67;4.4;5;1;5;Это здание не имеет особых архитектурных особенностей.
Чердак 10;1.2;4;2;3;Это здание построено из стандартных строительных материалов.
Кошара 23;1.0;4;3;3;Это здание не имеет особых архитектурных особенностей.
Тоннель 98;1.5;1;2;3;Это здание представляет собой типичный образец современной архитектуры.
Ресторан 25;3.4;2;3;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Нора 65;3.1;4;1;1;Это здание очень функционально.
Супермаркет 7;4.7;2;3;5;Это здание построено из стандартных строительных материалов.
Стадион 80;3.2;3;4;4;Это великолепное здание!
Кубло 55;2.2;4;1;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Стадион 80;1.2;2;1;3;Это великолепное здание!
Дупло 100;1.6;2;3;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Замок 98;3.4;5;2;5;Это здание не имеет особых архитектурных особенностей.
Тоннель 98;0.1;2;3;3;Это здание очень функционально.
Берлога 55;3.2;4;3;4;Это здание построено из стандартных строительных материалов.
Торговый центр 38;0.3;1;1;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Супермаркет 7;4.9;5;1;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Нора 38;0.9;4;3;3;Мне нравится дизайн этого здания.
Лестница 22;0.7;1;3;3;Это здание является примером функционального дизайна.
 Вилла 80;4.5;1;4;1;Это великолепное здание!
Йодль 71;0.9;3;4;2;Это здание имеет стандартную конструкцию.
Крольчатник 69;2.0;4;1;2;Мне нравится дизайн этого здания.
Замок 98;3.6;4;2;1;Это здание очень функционально.
Ламарий 52;1.2;5;3;3;Это здание прекрасно вписывается в окружающий ландшафт.
Улей 67;0.6;2;1;3;Это великолепное здание!
 Вилла 80;0.9;3;4;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Нора 2;4.9;2;4;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Чердак 10;0.5;3;2;4;Это здание представляет собой типичный образец современной архитектуры.
Бункер 43;5.0;1;3;5;Это здание очень функционально.
Улей 67;4.0;4;4;2;Это здание не имеет особых архитектурных особенностей.
